"";"distance";"route"
"416";3837;"Санкт-Петербург Санкт-Петербург Губкинский Ямало-Ненецкий"
"417";385;"Дзержинск Нижегородская Москва Москва"
"418";3507;"Москва Москва Томск Томская"
"419";878;"Владимир Владимирская Санкт-Петербург Санкт-Петербург"
"420";701;"Дзержинск Нижегородская Мценск Орловская"
"421";1161;"607007, Нижегородская обл, Кулебакский р-н, Саваслейка с, Родниковая ул, дом № 1/2 Нижегородская Ростов-на-Дону Ростовская"
"422";443;"Москва Москва Липецк Липецкая"
"423";701;"Лобня Московская Санкт-Петербург Санкт-Петербург"
"424";1421;"Краснодар Краснодарский Сергиев Посад Московская"
"425";1624;"607007, Нижегородская обл, Кулебакский р-н, Саваслейка с, Родниковая ул, дом № 1/2 Нижегородская Калининград Калининградская"
"426";547;"Тверь Тверская Всеволожск Ленинградская"
"427";69;"Москва Москва Ногинск Московская"
"428";882;"Тула Тульская Санкт-Петербург Санкт-Петербург"
"429";151;"Старая Купавна Московская Владимир Владимирская"
"430";1226;"Курск Курская Санкт-Петербург Санкт-Петербург"
"431";2232;"Москва Москва Югорск Ханты-Мансийский Автономный округ - Югра"
"432";448;"Балашиха Московская Липецк Липецкая"
"433";72;"Старая Купавна Московская Подольск Московская"
"434";1001;"Дзержинск Нижегородская Волгоград Волгоградская"
"435";1060;"Ногинск Московская Самара Самарская"
"436";1376;"Москва Москва Армавир Краснодарский"
"437";1503;"Москва Москва Новороссийск Краснодарский"
"438";807;"Санкт-Петербург Санкт-Петербург Серпухов Московская"
"439";1573;"Москва Москва Ессентуки Ставропольский"
"440";2069;"Санкт-Петербург Санкт-Петербург Адыгейск Адыгея"
"441";694;"Мытищи Московская Санкт-Петербург Санкт-Петербург"
"442";432;"Дзержинск Нижегородская Казань Татарстан"
"443";3072;"Рязань Рязанская Мегион Ханты-Мансийский Автономный округ - Югра"
"444";364;"Дзержинск Нижегородская Ярославль Ярославская"
"445";3085;"Кировск Ленинградская Ханты-Мансийск Ханты-Мансийский Автономный округ - Югра"
"446";4107;"Санкт-Петербург Санкт-Петербург Томск Томская"
"447";701;"Рыбинск Ярославская Санкт-Петербург Санкт-Петербург"
"448";4078;"Сергиев Посад Московская Красноярск Красноярский"
"449";541;"Санкт-Петербург Санкт-Петербург Череповец Вологодская"
"450";1576;"Иркутск Иркутская Кемерово Кемеровская"
"451";991;"Ульяновск Ульяновская Тверская обл,, Конаковский район Тверская"
"452";692;"Можайск Московская Санкт-Петербург Санкт-Петербург"
"453";2328;"Санкт-Петербург Санкт-Петербург Сочи Краснодарский"
"454";730;"Санкт-Петербург Санкт-Петербург Смоленск Смоленская"
"455";608;"Санкт-Петербург Санкт-Петербург Тверская обл,, Конаковский район Тверская"
"456";727;"Сокол Вологодская Киреевск Тульская"
"457";1389;"Старая Купавна Московская Адыгейск Адыгея"
"458";710;"Реутов Московская Санкт-Петербург Санкт-Петербург"
"459";268;"Сергиев Посад Московская Тула Тульская"
"460";1353;"Мурманск Мурманская Санкт-Петербург Санкт-Петербург"
"461";626;"Санкт-Петербург Санкт-Петербург Тверская область, Конаковский район, точный на погрузке Тверская"
"462";305;"Ногинск Московская Рыбинск Ярославская"
"463";1483;"Москва Москва Севастополь Севастополь"
"464";647;"Санкт-Петербург Санкт-Петербург Тверская область, Конаковский район, дер. Малые Ручьи. Тверская"
"465";233;"Ногинск Московская Тверь Тверская"
"466";2387;"Пермский край д. Нестюково ул. Придорожная 1 Пермский Адыгейск Адыгея"
"467";1798;"Зеленодольск Татарстан Адыгейск Адыгея"
"468";1061;"Орел Орловская Санкт-Петербург Санкт-Петербург"
"469";345;"607007, Нижегородская обл, Кулебакский р-н, Саваслейка с, Родниковая ул, дом № 1/2 Нижегородская Котельники Московская"
"470";1516;"607007, Нижегородская обл, Кулебакский р-н, Саваслейка с, Родниковая ул, дом № 1/2 Нижегородская Челябинск Челябинская"
"471";2132;"Орлов Кировская Адыгейск Адыгея"
"472";2547;"Екатеринбург Свердловская Адыгейск Адыгея"
"473";2419;"Челябинск Челябинская Адыгейск Адыгея"
"474";1638;"607007, Нижегородская обл, Кулебакский р-н, Саваслейка с, Родниковая ул, дом № 1/2 Нижегородская Екатеринбург Свердловская"
"475";681;"Химки Московская Санкт-Петербург Санкт-Петербург"
"476";58;"Сергиев Посад Московская Мытищи Московская"
"477";925;"607007, Нижегородская обл, Кулебакский р-н, Саваслейка с, Родниковая ул, дом № 1/2 Нижегородская Октябрьский Башкортостан"
"478";3889;"Новосибирск Новосибирская Адыгейск Адыгея"
"479";1140;"Энгельс Саратовская Адыгейск Адыгея"
"480";997;"Ногинск Московская Нижнекамск Татарстан"
"481";5164;"Пушкино Московская Иркутск Иркутская"
"482";915;"Никольское Ленинградская Киреевск Тульская"
"483";1114;"Нижний Новгород Нижегородская Санкт-Петербург Санкт-Петербург"
"484";5259;"Тверь Тверская Иркутск Иркутская"
"485";166;"Старая Купавна Московская Зарайск Московская"
"486";630;"Санкт-Петербург Санкт-Петербург Солнечногорск Московская"
"487";959;"Санкт-Петербург Санкт-Петербург Ковров Владимирская"
"488";986;"Чехов Московская Ленинск Волгоградская"
"489";821;"Ленинск Волгоградская Адыгейск Адыгея"
"490";415;"Липецк Липецкая Чехов Московская"
"491";3414;"Чехов Московская Новосибирск Новосибирская"
"492";51;"Москва Москва Жуковский Московская"
"493";854;"Воронеж Воронежская Адыгейск Адыгея"
"494";4326;"Санкт-Петербург Санкт-Петербург Новокузнецк Кемеровская"
"495";89;"Сергиев Посад Московская Котельники Московская"
"496";469;"Сергиев Посад Московская Брянск Брянская"
"497";6826;"Владивосток Приморский Урай Ханты-Мансийский Автономный округ - Югра"
"498";47;"Москва Москва Домодедово Московская"
"499";160;"Санкт-Петербург Санкт-Петербург Выборг Ленинградская"
"500";2853;"Дзержинск Нижегородская Новосибирск Новосибирская"
"501";1190;"Сергиев Посад Московская Ижевск Удмуртская"
"502";263;"Сергиев Посад Московская Рязань Рязанская"
"503";374;"607007, Нижегородская обл, Кулебакский р-н, Саваслейка с, Родниковая ул, дом № 1/2 Нижегородская Домодедово Московская"
"504";1036;"607007, Нижегородская обл, Кулебакский р-н, Саваслейка с, Родниковая ул, дом № 1/2 Нижегородская Санкт-Петербург Санкт-Петербург"
"505";1371;"Старая Купавна Московская Краснодар Краснодарский"
"506";959;"Санкт-Петербург Санкт-Петербург Калининград Калининградская"
"507";2108;"Санкт-Петербург Санкт-Петербург Михайловск Ставропольский"
"508";2377;"Санкт-Петербург Санкт-Петербург Магнитогорск Челябинская"
"509";436;"Тамбов Тамбовская Чехов Московская"
"510";69;"Мытищи Московская Дмитров Московская"
"511";24;"Павловский Посад Московская Ногинск Московская"
"512";1288;"Москва Москва Калининград Калининградская"
"513";1474;"Санкт-Петербург Санкт-Петербург Волжск Марий Эл"
"514";3107;"Дзержинск Нижегородская Томск Томская"
"515";2166;"Санкт-Петербург Санкт-Петербург Стерлитамак Башкортостан"
"516";258;"Фрязино Московская Ярославль Ярославская"
"517";559;"Старая Купавна Московская Курск Курская"
"518";340;"Дзержинск Нижегородская Ногинск Московская"
"519";1568;"Ярославль Ярославская Кропоткин Краснодарский"
"520";3667;"Чехов Московская Томск Томская"
"521";3638;"Чехов Московская Барнаул Алтайский"
"522";248;"Ногинск Московская Иваново Ивановская"
"523";2054;"Санкт-Петербург Санкт-Петербург Нариманов Астраханская"
"524";946;"Энгельс Саратовская Ставрополь Ставропольский"
"525";350;"607007, Нижегородская обл, Кулебакский р-н, Саваслейка с, Родниковая ул, дом № 1/2 Нижегородская Москва Москва"
"526";390;"Москва Москва Брянск Брянская"
"527";333;"607007, Нижегородская обл, Кулебакский р-н, Саваслейка с, Родниковая ул, дом № 1/2 Нижегородская Реутов Московская"
"528";2440;"Санкт-Петербург Санкт-Петербург Орск Оренбургская"
"529";5727;"Владивосток Приморский Омск Омская"
"530";1164;"Грязи Липецкая Санкт-Петербург Санкт-Петербург"
"531";214;"Тула Тульская Мытищи Московская"
"532";767;"Видное Московская Всеволожск Ленинградская"
"533";484;"Москва Москва Вологда Вологодская"
"534";1154;"Москва Москва Советск Калининградская"
"535";1544;"Дзержинск Нижегородская Краснодар Краснодарский"
"536";3172;"Иваново Ивановская Тарко-Сале Ямало-Ненецкий"
"537";400;"Дзержинск Нижегородская Рошаль Московская"
"538";458;"Фрязино Московская Вологда Вологодская"
"539";1009;"Светлогорск Калининградская Санкт-Петербург Санкт-Петербург"
"540";985;"Санкт-Петербург Санкт-Петербург Светлый Калининградская"
"541";69;"Москва Москва Сергиев Посад Московская"
"542";1015;"Старая Купавна Московская Нижнекамск Татарстан"
"543";1364;"Дзержинск Нижегородская Пролетарск Ростовская"
"544";19;"Санкт-Петербург Санкт-Петербург Ям-Ижора Ленинградская"
"545";465;"Октябрьск Самарская Нижнекамск Татарстан"
"546";3939;"Санкт-Петербург Санкт-Петербург Тарко-Сале Ямало-Ненецкий"
"547";1385;"Ногинск Московская Краснодар Краснодарский"
"548";1533;"607007, Нижегородская обл, Кулебакский р-н, Саваслейка с, Родниковая ул, дом № 1/2 Нижегородская Копейск Челябинская"
"549";1390;"Химки Московская Адыгейск Адыгея"
"550";149;"Подольск Московская Тула Тульская"
"551";1192;"Тула Тульская Адыгейск Адыгея"
"552";479;"Солнечногорск Московская Дзержинск Нижегородская"
"553";1522;"Санкт-Петербург Санкт-Петербург Сыктывкар Коми"
"554";628;"Солнечногорск Московская Санкт-Петербург Санкт-Петербург"
"555";1715;"Санкт-Петербург Санкт-Петербург Шахты Ростовская"
"556";1294;"Санкт-Петербург Санкт-Петербург Ядрин Чувашская Республика"
"557";2175;"Набережные Татарстан Новосибирск Новосибирская"
"558";2315;"Тула Тульская Тюмень Тюменская"
"559";3674;"Домодедово Московская Кемерово Кемеровская"
"560";118;"Сергиев Посад Московская Домодедово Московская"
"561";1710;"Ногинск Московская Лесной Свердловская"
"562";3596;"Москва Москва Анжеро-Судженск Кемеровская"
"563";1959;"Дзержинск Нижегородская Тобольск Тюменская"
"564";2380;"Пермь Пермский Адыгейск Адыгея"
"565";677;"Дзержинск Нижегородская Елабуга Татарстан"
"566";1994;"Домодедово Московская Мурманск Мурманская"
"567";862;"Иваново Ивановская Санкт-Петербург Санкт-Петербург"
"568";848;"Советск Калининградская Санкт-Петербург Санкт-Петербург"
"569";1615;"Иваново Ивановская Адыгейск Адыгея"
"570";1959;"Великий Новгород Новгородская Адыгейск Адыгея"
"571";534;"Дзержинск Нижегородская Тамбов Тамбовская"
"572";201;"Чехов Московская Рязань Рязанская"
"573";360;"Дзержинск Нижегородская Старая Купавна Московская"
"574";2310;"Кировск Ленинградская Полевской Свердловская"
"575";714;"Санкт-Петербург Санкт-Петербург Реутов Московская"
"576";515;"Санкт-Петербург Санкт-Петербург Тверь Тверская"
"577";349;"607007, Нижегородская обл, Кулебакский р-н, Саваслейка с, Родниковая ул, дом № 1/2 Нижегородская Мытищи Московская"
"578";303;"Дзержинск Нижегородская Саранск Мордовия"
"579";723;"Дзержинск Нижегородская Самара Самарская"
"580";896;"Рязань Рязанская Санкт-Петербург Санкт-Петербург"
"581";1757;"Щелково Московская Челябинск Челябинская"
"582";465;"Дзержинск Нижегородская Чехов Московская"
"583";266;"Старая Купавна Московская Иваново Ивановская"
"584";136;"Старая Купавна Московская Рошаль Московская"
"585";2063;"Москва Москва Курган Курганская"
"586";752;"Санкт-Петербург Санкт-Петербург Электросталь Московская"
"587";716;"Санкт-Петербург Санкт-Петербург Щелково Московская"
"588";1064;"Старая Купавна Московская Самара Самарская"
"589";1053;"Москва Москва Нижнекамск Татарстан"
"590";360;"Старая Купавна Московская Дзержинск Нижегородская"
"591";43;"Артем Приморский Владивосток Приморский"
"592";787;"Старая Купавна Московская Казань Татарстан"
"593";1795;"Щелково Московская Екатеринбург Свердловская"
"594";1366;"Санкт-Петербург Санкт-Петербург Белгород Белгородская"
"595";804;"Щелково Московская Казань Татарстан"
"596";1175;"Щелково Московская Ижевск Удмуртская"
"597";791;"Орехово-Зуево Московская Санкт-Петербург Санкт-Петербург"
"598";3886;"Домодедово Московская Новокузнецк Кемеровская"
"599";21;"Москва Москва Королев Московская"
"600";2326;"Сочи Краснодарский Санкт-Петербург Санкт-Петербург"
"601";498;"Никольское Ленинградская Тверь Тверская"
"602";2435;"Санкт-Петербург Санкт-Петербург Новотроицк Оренбургская"
"603";772;"Санкт-Петербург Санкт-Петербург Жуков Калужская"
"604";1230;"Красноярск Красноярский Усть-Кут Иркутская"
"605";534;"Москва Москва Курск Курская"
"606";725;"Томилино Московская Санкт-Петербург Санкт-Петербург"
"607";378;"Новосибирск Новосибирская Новокузнецк Кемеровская"
"608";1366;"Сергиев Посад Московская Уфа Башкортостан"
"609";8894;"Артем Приморский Санкт-Петербург Санкт-Петербург"
"610";3413;"Домодедово Московская Новосибирск Новосибирская"
"611";422;"Н.Новгород Нижегородская Рязань Рязанская"
"612";2024;"Уральск Казахстан Санкт-Петербург Санкт-Петербург"
"613";3718;"Москва Москва Новокузнецк Кемеровская"
"614";1174;"Тула Тульская Краснодар Краснодарский"
"615";3271;"Москва Москва Новый Уренгой Ямало-Ненецкий"
"616";926;"Старая Купавна Московская Саратов Саратовская"
"617";25;"Санкт-Петербург Санкт-Петербург Коммунар Ленинградская"
"618";873;"Санкт-Петербург Санкт-Петербург Кострома Костромская"
"619";3566;"Санкт-Петербург Санкт-Петербург Куйбышев Новосибирская"
"620";689;"Санкт-Петербург Санкт-Петербург Вологда Вологодская"
"621";1141;"Липецк Липецкая Санкт-Петербург Санкт-Петербург"
"622";49;"Домодедово Московская Железнодорожный Московская"
"623";4299;"Тула Тульская Зеленогорск Красноярский"
"624";27;"Москва Москва Балашиха Московская"
"625";655;"Москва Москва Пенза Пензенская"
"626";4196;"Сергиев Посад Московская Абакан Хакасия"
"627";1771;"Щелково Московская Первоуральск Свердловская"
"628";8268;"Москва Москва Хабаровск Хабаровский"
"629";1013;"Щелково Московская Тольятти Самарская"
"630";398;"Дзержинск Нижегородская Дзержинский Московская"
"631";1538;"Петровск Саратовская Санкт-Петербург Санкт-Петербург"
"632";1897;"Тула Тульская Челябинск Челябинская"
"633";82;"Санкт-Петербург Санкт-Петербург Тосно Ленинградская"
"634";601;"607007, Нижегородская обл, Кулебакский р-н, Саваслейка с, Родниковая ул, дом № 1/2 Нижегородская Воронеж Воронежская"
"635";2379;"Санкт-Петербург Санкт-Петербург Асбест Свердловская"
"636";1210;"Москва Москва Бугуруслан Оренбургская"
"637";1638;"607007, Нижегородская обл, Кулебакский р-н, Саваслейка с, Родниковая ул, дом № 1/2 Нижегородская Первоуральск Свердловская"
"638";2888;"Москва Москва Сургут Ханты-Мансийский Автономный округ - Югра"
"639";1131;"607007, Нижегородская обл, Кулебакский р-н, Саваслейка с, Родниковая ул, дом № 1/2 Нижегородская Новочеркасск Ростовская"
"640";1294;"Краснодар Краснодарский Чехов Московская"
"641";726;"Санкт-Петербург Санкт-Петербург Котельники Московская"
"642";1299;"Фрязино Московская Сыктывкар Коми"
"643";941;"Щелково Московская Киров Кировская"
"644";1083;"Москва Москва Кинель Самарская"
"645";2342;"607007, Нижегородская обл, Кулебакский р-н, Саваслейка с, Родниковая ул, дом № 1/2 Нижегородская Омск Омская"
"646";1476;"607007, Нижегородская обл, Кулебакский р-н, Саваслейка с, Родниковая ул, дом № 1/2 Нижегородская Нижний Тагил Свердловская"
"647";848;"Щелково Московская Ульяновск Ульяновская"
"648";1096;"Щелково Московская Кинель Самарская"
"649";4907;"Москва Москва Братск Иркутская"
"650";1126;"Санкт-Петербург Санкт-Петербург Бор Нижегородская"
"651";1351;"Щелково Московская Уфа Башкортостан"
"652";2982;"Советск Калининградская Екатеринбург Свердловская"
"653";187;"Москва Москва Тверь Тверская"
"654";663;"Москва Москва Кириши Ленинградская"
"655";1344;"Тюмень Тюменская Тарко-Сале Ямало-Ненецкий"
"656";907;"Хабаровск Хабаровский Южно-Сахалинск Сахалинская"
"657";879;"Москва Москва Орлов Кировская"
"658";130;"Санкт-Петербург Санкт-Петербург Кингисепп Ленинградская"
"659";2269;"Санкт-Петербург Санкт-Петербург Южно-Сухокумск Дагестан"
"660";2359;"Санкт-Петербург Санкт-Петербург Новоуральск Свердловская"
"661";1431;"607007, Нижегородская обл, Кулебакский р-н, Саваслейка с, Родниковая ул, дом № 1/2 Нижегородская Краснодар Краснодарский"
"662";1078;"Щелково Московская Самара Самарская"
"663";400;"Сергиев Посад Московская Вологда Вологодская"
"664";876;"Алексин Тульская Санкт-Петербург Санкт-Петербург"
"665";1448;"Щелково Московская Аша Челябинская"
"666";1080;"Щелково Московская Набережные Татарстан"
"667";1075;"Москва Москва Мирный Архангельская"
"668";3085;"Тула Тульская Сургут Ханты-Мансийский Автономный округ - Югра"
"669";265;"Петрозаводск Карелия Сегежа Карелия"
"670";1478;"Щелково Московская Оренбург Оренбургская"
"671";1009;"Ижевск Удмуртская Курган Курганская"
"672";1320;"Щелково Московская Калининград Калининградская"
"673";3225;"Щелково Московская Новосибирск Новосибирская"
"674";2485;"Санкт-Петербург Санкт-Петербург Грозный Чеченская"
"675";999;"Щелково Московская Волгоград Волгоградская"
"676";1343;"Ярославль Ярославская Ростов-на-Дону Ростовская"
"677";930;"Щелково Московская Саратов Саратовская"
"678";696;"Гагарин Смоленская Санкт-Петербург Санкт-Петербург"
"679";1928;"Санкт-Петербург Санкт-Петербург Чайковский Пермский"
"680";733;"Санкт-Петербург Санкт-Петербург Видное Московская"
"681";1150;"Санкт-Петербург Санкт-Петербург Кстово Нижегородская"
"682";1219;"Лукоянов Нижегородская Санкт-Петербург Санкт-Петербург"
"683";2442;"Санкт-Петербург Санкт-Петербург Хасавюрт Дагестан"
"684";2822;"Сергиев Посад Московская Сургут Ханты-Мансийский Автономный округ - Югра"
"685";725;"Дзержинский Московская Санкт-Петербург Санкт-Петербург"
"686";2664;"Санкт-Петербург Санкт-Петербург Курган Курганская"
"687";1304;"Щелково Московская Бирск Башкортостан"
"688";297;"Барнаул Алтайский Рубцовск Алтайский"
"689";3306;"Видное Московская Новый Уренгой Ямало-Ненецкий"
"690";1512;"Москва Москва Салават Башкортостан"
"691";1110;"Сергиев Посад Московская Самара Самарская"
"692";73;"Новокузнецк Кемеровская Междуреченск Кемеровская"
"693";8229;"Москва Москва Якутск Саха /Якутия/"
"694";35;"Москва Москва Мытищи Московская"
"695";1312;"Москва Москва Нефтекамск Башкортостан"
"696";2343;"Санкт-Петербург Санкт-Петербург Серов Свердловская"
"697";435;"Москва Москва Чкаловск Нижегородская"
"698";1357;"Пермь Пермский Александров Владимирская"
"699";797;"Рязань Рязанская Тольятти Самарская"
"700";454;"Обнинск Калужская Курск Курская"
"701";554;"Чита Забайкальский Краснокаменск Забайкальский"
"702";506;"Москва Москва Первомайск Нижегородская"
"703";1241;"Сергиев Посад Московская Сыктывкар Коми"
"704";1420;"Щелково Московская Астрахань Астраханская"
"705";295;"Орел Орловская Обнинск Калужская"
"706";940;"Щелково Московская Димитровград Ульяновская"
"707";2479;"Сургут Ханты-Мансийский Автономный округ - Югра Энгельс Саратовская"
"708";421;"Вышний Волочек Тверская Новая Ладога Ленинградская"
"709";1052;"Москва Москва Новочеркасск Ростовская"
"710";526;"Дзержинский Московская Курск Курская"
"711";1107;"Санкт-Петербург Санкт-Петербург Мичуринск Тамбовская"
"712";303;"Москва Москва Рыбинск Ярославская"
"713";360;"Москва Москва Выкса Нижегородская"
"714";1331;"Екатеринбург Свердловская Нижневартовск Ханты-Мансийский Автономный округ - Югра"
"715";1059;"Екатеринбург Свердловская Нефтеюганск Ханты-Мансийский Автономный округ - Югра"
"716";1039;"Санкт-Петербург Санкт-Петербург Брянск Брянская"
"717";2029;"Санкт-Петербург Санкт-Петербург Кунгур Пермский"
"718";99;"Владивосток Приморский Уссурийск Приморский"
"719";314;"Химки Московская Рыбинск Ярославская"
"720";3470;"Москва Москва Барнаул Алтайский"
"721";516;"Н.Новгород Нижегородская Тамбов Тамбовская"
"722";489;"Щелково Московская Тамбов Тамбовская"
"723";545;"Щелково Московская Воронеж Воронежская"
"724";1515;"Москва Москва Туапсе Краснодарский"
"725";1423;"Щелково Московская Пермь Пермский"
"726";2201;"Санкт-Петербург Санкт-Петербург Туапсе Краснодарский"
"727";1150;"Санкт-Петербург Санкт-Петербург Саров Нижегородская"
"728";452;"Москва, Котельники, Дзержинское ш., владение 9 (Схема) Москва Тамбов Тамбовская"
"729";1265;"Нижний Новгород Нижегородская Ростов-на-Дону Ростовская"
"730";2067;"Сергиев Посад Московская Тюмень Тюменская"
"731";984;"Н.Новгород Нижегородская Белгород Белгородская"
"732";1342;"Санкт-Петербург Санкт-Петербург Старый Оскол Белгородская"
"733";1325;"Москва Москва Сыктывкар Коми"
"734";470;"Москва Москва Великие Луки Псковская"
"735";599;"Н.Новгород Нижегородская Липецк Липецкая"
"736";731;"Н.Новгород Нижегородская Воронеж Воронежская"
"737";853;"Н.Новгород Нижегородская Старый Оскол Белгородская"
"738";803;"Н.Новгород Нижегородская Брянск Брянская"
"739";601;"Н.Новгород Нижегородская Тула Тульская"
"740";442;"Н.Новгород Нижегородская Ульяновск Ульяновская"
"741";1201;"Н.Новгород Нижегородская Кунгур Пермский"
"742";365;"Н.Новгород Нижегородская Александров Владимирская"
"743";1275;"Н.Новгород Нижегородская Березники Пермский"
"744";448;"Тамбов Тамбовская Курск Курская"
"745";1616;"Фрязино Московская Ухта Коми"
"746";1387;"Рыбинск Ярославская Ростов-на-Дону Ростовская"
"747";683;"Н.Новгород Нижегородская Самара Самарская"
"748";3074;"Н.Новгород Нижегородская Кемерово Кемеровская"
"749";190;"Москва Москва Гагарин Смоленская"
"750";641;"Н.Новгород Нижегородская Энгельс Саратовская"
"751";135;"Москва Москва Александров Владимирская"
"752";1627;"Москва Москва Березники Пермский"
"753";1553;"Москва Москва Кунгур Пермский"
"754";763;"Н.Новгород Нижегородская Ижевск Удмуртская"
"755";604;"Н.Новгород Нижегородская Гагарин Смоленская"
"756";5794;"Санкт-Петербург Санкт-Петербург Усть-Илимск Иркутская"
"757";1658;"Н.Новгород Нижегородская Черкесск Карачаево-Черкесская"
"758";426;"Н.Новгород Нижегородская Дзержинский Московская"
"759";1143;"Москва Москва Бугульма Татарстан"
"760";19;"Москва Москва Дзержинский Московская"
"761";325;"Коломна Московская Ростов Ярославская"
"762";844;"Коломна Московская Санкт-Петербург Санкт-Петербург"
"763";178;"Санкт-Петербург Санкт-Петербург Великий Новгород Новгородская"
"764";2611;"Москва Москва Ханты-Мансийск Ханты-Мансийский Автономный округ - Югра"
"765";1502;"Москва Москва Черкесск Карачаево-Черкесская"
"766";1127;"Москва Москва Чапаевск Самарская"
"767";1160;"Сергиев Посад Московская Архангельск Архангельская"
"768";776;"Москва Москва Кузнецк Пензенская"
"769";4199;"Санкт-Петербург Санкт-Петербург Бийск Алтайский"
"770";1261;"Москва Москва Воткинск Удмуртская"
"771";1256;"Москва Москва Сарапул Удмуртская"
"772";851;"Кириши Ленинградская Рязань Рязанская"
"773";1630;"Москва Москва Сочи Краснодарский"
"774";2529;"Санкт-Петербург Санкт-Петербург Воркута Коми"
"775";1303;"Санкт-Петербург Санкт-Петербург Рузаевка Мордовия"
"776";1802;"Щелково Московская Верхняя Пышма Свердловская"
"777";1583;"Москва Москва Минеральные Воды Ставропольский"
"778";156;"Пермь Пермский Лысьва Пермский"
"779";434;"Красноярск Красноярский Минусинск Красноярский"
"780";511;"Москва Москва Череповец Вологодская"
"781";604;"Сергиев Посад Московская Чудово Новгородская"
"782";1151;"Санкт-Петербург Санкт-Петербург Арзамас Нижегородская"
"783";1195;"Сокол Вологодская Набережные Татарстан"
"784";2051;"Санкт-Петербург Санкт-Петербург Новокубанск Краснодарский"
"785";206;"Екатеринбург Свердловская Челябинск Челябинская"
"786";4735;"Владивосток Приморский Магадан Магаданская"
"787";912;"Энгельс Саратовская Москва Москва"
"788";1876;"Октябрьский Башкортостан Санкт-Петербург Санкт-Петербург"
"789";8055;"Санкт-Петербург Санкт-Петербург Нерюнгри Саха /Якутия/"
"790";4059;"Санкт-Петербург Санкт-Петербург Новоалтайск Алтайский"
"791";186;"Владивосток Приморский Находка Приморский"
"792";2064;"Санкт-Петербург Санкт-Петербург Армавир Краснодарский"
"793";1404;"Тула Тульская Минеральные Воды Ставропольский"
"794";1109;"Сокол Вологодская Сердобск Пензенская"
"795";2186;"Пермь Пермский Томск Томская"
"796";1560;"Санкт-Петербург Санкт-Петербург Миллерово Ростовская"
"797";813;"Воскресенск Московская Санкт-Петербург Санкт-Петербург"
"798";1324;"Сергиев Посад Московская Гвардейск Калининградская"
"799";960;"Калининград Калининградская Санкт-Петербург Санкт-Петербург"
"800";2872;"Санкт-Петербург Санкт-Петербург Тобольск Тюменская"
"801";2671;"Санкт-Петербург Санкт-Петербург Дербент Дагестан"
"802";1458;"Новосибирск Новосибирская Челябинск Челябинская"
"803";391;"Абакан Хакасия Кызыл Тыва"
"804";3236;"Коломна Московская Новосибирск Новосибирская"
"805";1701;"Нижний Новгород Нижегородская Калининград Калининградская"
"806";807;"Серпухов Московская Санкт-Петербург Санкт-Петербург"
"807";766;"Москва Москва Йошкар-Ола Марий Эл"
"808";393;"Казань Татарстан Нижний Новгород Нижегородская"
"809";2281;"Санкт-Петербург Санкт-Петербург Минеральные Воды Ставропольский"
"810";2085;"Санкт-Петербург Санкт-Петербург Чернушка Пермский"
"811";2958;"Москва Москва Куйбышев Новосибирская"
"812";946;"Екатеринбург Свердловская Казань Татарстан"
"813";1557;"Новосибирск Новосибирская Екатеринбург Свердловская"
"814";1458;"Челябинск Челябинская Новосибирск Новосибирская"
"815";2386;"Санкт-Петербург Санкт-Петербург Краснотурьинск Свердловская"
"816";1037;"Ленинск Волгоградская Москва Москва"
"817";2034;"Щелково Московская Курган Курганская"
"818";25;"Москва Москва Химки Московская"
"819";871;"Самара Самарская Челябинск Челябинская"
"820";431;"Щелково Московская Брянск Брянская"
"821";156;"Щелково Московская Обнинск Калужская"
"822";1845;"Коломна Московская Екатеринбург Свердловская"
"823";403;"Фрязино Московская Орел Орловская"
"824";711;"Щелково Московская Санкт-Петербург Санкт-Петербург"
"825";1150;"Санкт-Петербург Санкт-Петербург Городец Нижегородская"
"826";494;"Фрязино Московская Тамбов Тамбовская"
"827";239;"Фрязино Московская Калуга Калужская"
"828";1774;"Санкт-Петербург Санкт-Петербург Аксай Ростовская"
"829";654;"Калининск Саратовская Новомосковск Тульская"
"830";789;"Волосово Ленинградская Видное Московская"
"831";3546;"Сергиев Посад Московская Томск Томская"
"832";1469;"Сергиев Посад Московская Астрахань Астраханская"
"833";716;"Сергиев Посад Московская Пенза Пензенская"
"834";1095;"Сергиев Посад Московская Набережные Татарстан"
"835";703;"Сергиев Посад Московская Кировск Ленинградская"
"836";514;"Сергиев Посад Московская Липецк Липецкая"
"837";1592;"Тула Тульская Владикавказ Северная Осетия-Алания"
"838";1843;"Сергиев Посад Московская Владикавказ Северная Осетия-Алания"
"839";2509;"Санкт-Петербург Санкт-Петербург Владикавказ Северная Осетия-Алания"
"840";3350;"Сургут Ханты-Мансийский Санкт-Петербург Санкт-Петербург"
"841";443;"Петрозаводск Карелия Санкт-Петербург Санкт-Петербург"
"842";720;"Москва Москва Спб. Колтушское шоссе Нижняя промзона Ленинградская"
"843";727;"Москва Москва Колтушское шоссе Нижняя промзона. Ленинградская"
"844";3348;"Санкт-Петербург Санкт-Петербург Сургут Ханты-Мансийский"
"845";2218;"Санкт-Петербург Санкт-Петербург Екб, Металлургов 87, ТРК Мега, Свердловская"
"846";1811;"Ростов-на-Дону Ростовская Санкт-Петербург Санкт-Петербург"
"847";10;"Санкт-Петербург Санкт-Петербург Пушкин Московская"
