region;city;street;latitude;longitude
Санкт-Петербург;Санкт-Петербург;Бестужевская;60.057140000000004;30.383179
Санкт-Петербург;Санкт-Петербург;Вербная;60.057140000000004;30.383179
Санкт-Петербург;Санкт-Петербург;Верхний;60.057140000000004;30.383179
Санкт-Петербург;Санкт-Петербург;Волго-Донской;60.057140000000004;30.383179
Санкт-Петербург;Санкт-Петербург;Гражданский;60.057140000000004;30.383179
Санкт-Петербург;Санкт-Петербург;Заповедная;60.057140000000004;30.383179
Санкт-Петербург;Санкт-Петербург;Ириновский;60.057140000000004;30.383179
Санкт-Петербург;Санкт-Петербург;Калинина;60.057140000000004;30.383179
Санкт-Петербург;Санкт-Петербург;Киришская;60.057140000000004;30.383179
Санкт-Петербург;Санкт-Петербург;Коломяжский;60.057140000000004;30.383179
Санкт-Петербург;Санкт-Петербург;Комсомола;60.057140000000004;30.383179
Санкт-Петербург;Санкт-Петербург;Лахта;60.057140000000004;30.383179
Санкт-Петербург;Санкт-Петербург;Менделеевская;60.057140000000004;30.383179
Санкт-Петербург;Санкт-Петербург;Минеральная;60.057140000000004;30.383179
Санкт-Петербург;Санкт-Петербург;Октябрьская;60.057140000000004;30.383179
Санкт-Петербург;Санкт-Петербург;Оптиков;60.057140000000004;30.383179
Санкт-Петербург;Санкт-Петербург;Полюстровский;60.057140000000004;30.383179
Санкт-Петербург;Санкт-Петербург;Руставели;60.057140000000004;30.383179
Санкт-Петербург;Санкт-Петербург;Свердловская;60.057140000000004;30.383179
Санкт-Петербург;Санкт-Петербург;Яхтенная;60.057140000000004;30.383179
Санкт-Петербург;Санкт-Петербург;Блока;59.939125;30.315822499999996
Санкт-Петербург;Санкт-Петербург;Дегтярный;59.939125;30.315822499999996
Санкт-Петербург;Санкт-Петербург;Диктатуры;59.939125;30.315822499999996
Санкт-Петербург;Санкт-Петербург;Лиговский;59.939125;30.315822499999996
Санкт-Петербург;Санкт-Петербург;линия;59.939125;30.315822499999996
Санкт-Петербург;Санкт-Петербург;Малый;59.939125;30.315822499999996
Санкт-Петербург;Санкт-Петербург;Обводный;59.939125;30.315822499999996
Санкт-Петербург;Санкт-Петербург;Полтавская;59.939125;30.315822499999996
Санкт-Петербург;Санкт-Петербург;Рентгена;59.939125;30.315822499999996
Санкт-Петербург;Санкт-Петербург;Тележная;59.939125;30.315822499999996
Санкт-Петербург;Санкт-Петербург;Уральская;59.939125;30.315822499999996
Санкт-Петербург;Санкт-Петербург;Фонтанки;59.939125;30.315822499999996
Санкт-Петербург;Санкт-Петербург;Шкиперский;59.939125;30.315822499999996
Санкт-Петербург;Санкт-Петербург;Александр;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Альпийский;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Берггольц;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Благодатная;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Бумажная;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Бухарестская;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Волхонское;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Ворошилова;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Гладкий;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Дальневосточн;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Двинская;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Заневский;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Заозерная;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Земская;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Киевская;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Кировский;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Корабельная;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Космонавтов;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Красноармейская;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Красное Село;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Краснопутиловская;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Кубинская;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Лени Голикова;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Ленинский;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Лифляндская;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Межевой;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Мельничная;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Металлострой;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Московский;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Московское;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Невельская;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Нефтяная;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Обуховской;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Петро-Славянка;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Понтонный;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Прогонная;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Пулковское;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Рыбацкий;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Салова;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Софийская;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Стартовая;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Стахановцев;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Стачек;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Стрельна;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Таллинское;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Фучика;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Цветочная;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Челиева;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Штурманск;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Шушары;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Якорная;59.807219999999994;30.379514
Санкт-Петербург;Санкт-Петербург;Янино;59.807219999999994;30.379514
